ID,Checking Account Balance,Duration of Loan(months),Credit History,Purpose of Loan,Loan Amount,Savings Account Balance,Years in present employment,Installment Rate (% of disposable income),Marital Status,Co-applicant,Guarantor,Years at present Residence,Real Estate,Age,Other Installment plan credit,Housing,Number of Existing Credits,Job,No. Dependants,Foreign National,Repayment_Status
455341897,GHS 0 < ... < GHS 200,39,critical account,Entertainment set,4933,< GHS 100 DM,4 <=... < 7 years,2,Single,No,Yes,1< … <=2 years,Yes,25,No,Renting,2,Skilled employee / official,1,No,Defaulted
80002439,Unknown/No Checking Account,24,critical account,New Car,1940, => GHS 1000 DM, >= 7 years,4,Single,No,No,>4 years,Yes,60,No,Renting,1,Skilled employee / official,1,No,Repaid
263517873,GHS 0 < ... < GHS 200,12,no credits taken,Others,1410,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,31,No,Renting,1,Unskilled - resident,1,No,Repaid
999531534,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,New Car,836,GHS 100 <= ... <  GHS 500,< 1 year,4,Widowed,No,No,1< … <=2 years,No,23,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
340290535,GHS 0 < ... < GHS 200,20,existing credits paid back duly till now,Used Car,6468,Unknown/ No savings account,unemployed,1,Divorced,No,No,>4 years,Yes,60,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
1039970710,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Building project,1941, => GHS 1000 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,35,No,Renting,1,Unskilled - resident,1,No,Repaid
367191509,Unknown/No Checking Account,22,existing credits paid back duly till now,Entertainment set,2675,GHS 500<= ... < GHS 1000, >= 7 years,3,Single,No,No,>4 years,No,40,No,Renting,1,Skilled employee / official,1,No,Repaid
517448621,Unknown/No Checking Account,48,critical account,Used Car,2751,Unknown/ No savings account, >= 7 years,4,Single,No,No,2<…<=3 years,No,38,No,Renting,2,Skilled employee / official,2,No,Repaid
1267417892,GHS 0 < ... < GHS 200,48,delay in paying off in the past,Education,6224,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,50,No,Renting,1,Skilled employee / official,1,No,Defaulted
833258441,< GHS 0,40,critical account,Education,5998,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,2<…<=3 years,No,27,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
103865307,GHS 0 < ... < GHS 200,21,existing credits paid back duly till now,Building project,1188,< GHS 100 DM, >= 7 years,2,Widowed,No,No,>4 years,No,39,No,Renting,1,Skilled employee / official,2,No,Defaulted
206829431,Unknown/No Checking Account,24,existing credits paid back duly till now,Used Car,6313,Unknown/ No savings account, >= 7 years,3,Single,No,No,>4 years,No,41,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
572974058,Unknown/No Checking Account,6,critical account,Furniture,1221,Unknown/ No savings account,1 <= ... < 4 years,1,Married,No,No,1< … <=2 years,No,27,No,Renting,2,Skilled employee / official,1,No,Repaid
69874151,>= GHS 200,24,existing credits paid back duly till now,Furniture,2892,< GHS 100 DM, >= 7 years,3,Divorced,No,No,>4 years,No,51,No,Renting,1,Skilled employee / official,1,No,Repaid
1078677588,Unknown/No Checking Account,24,existing credits paid back duly till now,Furniture,3062,GHS 500<= ... < GHS 1000, >= 7 years,4,Single,No,No,2<…<=3 years,No,32,No,Own House,1,Skilled employee / official,1,No,Repaid
1031150449,Unknown/No Checking Account,9,existing credits paid back duly till now,Furniture,2301,GHS 100 <= ... <  GHS 500,< 1 year,2,Widowed,No,No,>4 years,No,22,No,Own House,1,Skilled employee / official,1,No,Repaid
683427386,< GHS 0,18,existing credits paid back duly till now,Used Car,7511,Unknown/ No savings account, >= 7 years,1,Single,No,No,>4 years,No,51,No,Renting,1,Skilled employee / official,2,No,Defaulted
820539510,Unknown/No Checking Account,12,critical account,Furniture,1258,< GHS 100 DM,< 1 year,2,Widowed,No,No,>4 years,No,22,No,Own House,2,Unskilled - resident,1,No,Repaid
1187737928,Unknown/No Checking Account,24,delay in paying off in the past,New Car,717,Unknown/ No savings account, >= 7 years,4,Married,No,No,>4 years,No,54,No,Renting,2,Skilled employee / official,1,No,Repaid
1183925449,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,New Car,1549,Unknown/ No savings account,< 1 year,4,Single,No,No,1< … <=2 years,Yes,35,No,Renting,1,Unemployed/ Unskilled  - non-resident,1,No,Repaid
873300826,Unknown/No Checking Account,24,critical account,Education,1597,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,54,No,Renting,2,Skilled employee / official,2,No,Repaid
219511687,GHS 0 < ... < GHS 200,18,critical account,Entertainment set,1795,< GHS 100 DM, >= 7 years,3,Widowed,No,Yes,>4 years,Yes,48,Yes,Own House,2,Unskilled - resident,1,No,Repaid
791555803,< GHS 0,20,critical account,Furniture,4272,< GHS 100 DM, >= 7 years,1,Widowed,No,No,>4 years,No,24,No,Renting,2,Skilled employee / official,1,No,Repaid
1018208542,Unknown/No Checking Account,12,critical account,Entertainment set,976,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,35,No,Renting,2,Skilled employee / official,1,No,Repaid
997550810,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,New Car,7472,Unknown/ No savings account,unemployed,1,Widowed,No,No,1< … <=2 years,Yes,24,No,Own House,1,Unemployed/ Unskilled  - non-resident,1,No,Repaid
668712258,< GHS 0,36,existing credits paid back duly till now,New Car,9271,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,<= 1 year,No,24,No,Renting,1,Skilled employee / official,1,No,Defaulted
1187482332,GHS 0 < ... < GHS 200,6,existing credits paid back duly till now,Entertainment set,590,< GHS 100 DM,< 1 year,3,Married,No,No,2<…<=3 years,Yes,26,No,Renting,1,Unskilled - resident,1,Yes,Repaid
399063035,Unknown/No Checking Account,12,critical account,Entertainment set,930,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,Yes,65,No,Renting,4,Skilled employee / official,1,No,Repaid
985083907,GHS 0 < ... < GHS 200,42,all credits at this bank paid back duly,Used Car,9283,< GHS 100 DM,unemployed,1,Single,No,No,1< … <=2 years,No,55,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
412743060,GHS 0 < ... < GHS 200,15,no credits taken,New Car,1778,< GHS 100 DM,< 1 year,2,Widowed,No,No,<= 1 year,Yes,26,No,Own House,2,Unemployed/ Unskilled  - non-resident,1,No,Defaulted
815919333,GHS 0 < ... < GHS 200,8,existing credits paid back duly till now,Building project,907,< GHS 100 DM,< 1 year,3,Married,No,No,1< … <=2 years,Yes,26,No,Renting,1,Skilled employee / official,1,No,Repaid
263443074,GHS 0 < ... < GHS 200,6,existing credits paid back duly till now,Entertainment set,484,< GHS 100 DM,4 <=... < 7 years,3,Married,No,Yes,2<…<=3 years,Yes,28,Yes,Renting,1,Unskilled - resident,1,No,Repaid
1039226712,< GHS 0,36,critical account,Used Car,9629,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,>4 years,No,24,No,Renting,2,Skilled employee / official,1,No,Defaulted
317984083,< GHS 0,48,existing credits paid back duly till now,Others,3051,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,>4 years,No,54,No,Renting,1,Skilled employee / official,1,No,Defaulted
307248353,< GHS 0,48,existing credits paid back duly till now,New Car,3931,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,>4 years,No,46,No,Renting,1,Skilled employee / official,2,No,Defaulted
565890402,GHS 0 < ... < GHS 200,36,delay in paying off in the past,New Car,7432,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,1< … <=2 years,No,54,No,Own House,1,Skilled employee / official,1,No,Repaid
538951220,Unknown/No Checking Account,6,existing credits paid back duly till now,Others,1338,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,1,Divorced,No,No,>4 years,Yes,62,No,Renting,1,Skilled employee / official,1,No,Repaid
81086052,Unknown/No Checking Account,6,critical account,Entertainment set,1554,< GHS 100 DM,4 <=... < 7 years,1,Widowed,No,No,1< … <=2 years,No,24,No,Own House,2,Skilled employee / official,1,No,Repaid
584129738,< GHS 0,36,existing credits paid back duly till now,Others,15857,< GHS 100 DM,unemployed,2,Divorced,Yes,No,2<…<=3 years,No,43,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
1098786686,< GHS 0,18,existing credits paid back duly till now,Entertainment set,1345,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,2<…<=3 years,Yes,26,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
559335084,Unknown/No Checking Account,12,existing credits paid back duly till now,New Car,1101,< GHS 100 DM,1 <= ... < 4 years,3,Married,No,No,1< … <=2 years,Yes,27,No,Renting,2,Skilled employee / official,1,No,Repaid
289086783,>= GHS 200,12,existing credits paid back duly till now,Entertainment set,3016,< GHS 100 DM,1 <= ... < 4 years,3,Married,No,No,<= 1 year,No,24,No,Renting,1,Skilled employee / official,1,No,Repaid
208149175,< GHS 0,36,existing credits paid back duly till now,Furniture,2712,< GHS 100 DM, >= 7 years,2,Single,No,No,1< … <=2 years,No,41,Yes,Renting,1,Skilled employee / official,2,No,Defaulted
101637305,< GHS 0,8,critical account,New Car,731,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,47,No,Renting,2,Unskilled - resident,1,No,Repaid
104987222,Unknown/No Checking Account,18,critical account,Furniture,3780,< GHS 100 DM,< 1 year,3,Divorced,No,No,1< … <=2 years,No,35,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
169228999,< GHS 0,21,critical account,New Car,1602,< GHS 100 DM, >= 7 years,4,Married,No,No,2<…<=3 years,No,30,No,Renting,2,Skilled employee / official,1,No,Repaid
293230568,< GHS 0,18,critical account,New Car,3966,< GHS 100 DM, >= 7 years,1,Widowed,No,No,>4 years,Yes,33,Yes,Own House,3,Skilled employee / official,1,No,Defaulted
281813654,Unknown/No Checking Account,18,no credits taken,Building project,4165,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,36,Yes,Renting,2,Skilled employee / official,2,No,Defaulted
649337652,< GHS 0,36,existing credits paid back duly till now,Used Car,8335,Unknown/ No savings account, >= 7 years,3,Single,No,No,>4 years,No,47,No,Renting,1,Skilled employee / official,1,No,Defaulted
286220806,GHS 0 < ... < GHS 200,48,delay in paying off in the past,Building project,6681,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,No,>4 years,No,38,No,Renting,1,Skilled employee / official,2,No,Repaid
1238984564,Unknown/No Checking Account,24,delay in paying off in the past,Building project,2375,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,44,No,Renting,2,Skilled employee / official,2,No,Repaid
334748616,< GHS 0,18,existing credits paid back duly till now,New Car,1216,< GHS 100 DM,< 1 year,4,Widowed,No,No,2<…<=3 years,No,23,No,Own House,1,Skilled employee / official,1,No,Defaulted
696314873,< GHS 0,45,no credits taken,Building project,11816,< GHS 100 DM, >= 7 years,2,Single,No,No,>4 years,No,29,No,Own House,2,Skilled employee / official,1,No,Defaulted
892309716,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,Entertainment set,5084,Unknown/ No savings account, >= 7 years,2,Widowed,No,No,>4 years,No,42,No,Renting,1,Skilled employee / official,1,No,Repaid
334540190,>= GHS 200,15,existing credits paid back duly till now,Entertainment set,2327,< GHS 100 DM,< 1 year,2,Widowed,No,No,2<…<=3 years,Yes,25,No,Renting,1,Unskilled - resident,1,No,Defaulted
783260632,< GHS 0,12,no credits taken,New Car,1082,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,No,48,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
337509377,Unknown/No Checking Account,12,existing credits paid back duly till now,Entertainment set,886,Unknown/ No savings account,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,No,21,No,Renting,1,Skilled employee / official,1,No,Repaid
91010783,Unknown/No Checking Account,4,existing credits paid back duly till now,Furniture,601,< GHS 100 DM,< 1 year,1,Widowed,No,No,2<…<=3 years,Yes,23,No,Own House,1,Unskilled - resident,2,No,Repaid
422817122,< GHS 0,24,critical account,Used Car,2957,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,63,No,Renting,2,Skilled employee / official,1,No,Repaid
188720095,Unknown/No Checking Account,24,critical account,Entertainment set,2611,< GHS 100 DM, >= 7 years,4,Married,Yes,No,2<…<=3 years,Yes,46,No,Renting,2,Skilled employee / official,1,No,Repaid
118255987,< GHS 0,36,existing credits paid back duly till now,Furniture,5179,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,No,29,No,Renting,1,Skilled employee / official,1,No,Defaulted
723076340,Unknown/No Checking Account,21,delay in paying off in the past,Used Car,2993,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,1< … <=2 years,Yes,28,Yes,Renting,2,Unskilled - resident,1,No,Repaid
755938636,Unknown/No Checking Account,18,existing credits paid back duly till now,Others,1943,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,Yes,23,No,Renting,1,Skilled employee / official,1,No,Defaulted
9535960,Unknown/No Checking Account,24,all credits at this bank paid back duly,Building project,1559,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,>4 years,No,50,Yes,Renting,1,Skilled employee / official,1,No,Repaid
1275739126,Unknown/No Checking Account,18,existing credits paid back duly till now,Furniture,3422,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,47,Yes,Renting,3,Skilled employee / official,2,No,Repaid
386645981,GHS 0 < ... < GHS 200,21,existing credits paid back duly till now,Furniture,3976,Unknown/ No savings account,4 <=... < 7 years,2,Single,No,No,2<…<=3 years,No,35,No,Renting,1,Skilled employee / official,1,No,Repaid
601949335,Unknown/No Checking Account,18,existing credits paid back duly till now,New Car,6761,Unknown/ No savings account,1 <= ... < 4 years,2,Single,No,No,>4 years,No,68,No,Own House,2,Skilled employee / official,1,No,Defaulted
553788654,Unknown/No Checking Account,24,existing credits paid back duly till now,New Car,1249,< GHS 100 DM,< 1 year,4,Married,No,No,1< … <=2 years,Yes,28,No,Renting,1,Skilled employee / official,1,No,Repaid
144134271,< GHS 0,9,existing credits paid back duly till now,Entertainment set,1360,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,>4 years,Yes,59,No,Renting,1,Skilled employee / official,1,No,Repaid
132774893,< GHS 0,12,existing credits paid back duly till now,Entertainment set,709,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,57,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
503370879,< GHS 0,20,critical account,New Car,2235,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,Yes,1< … <=2 years,No,33,Yes,Own House,2,Skilled employee / official,1,Yes,Defaulted
369599874,Unknown/No Checking Account,24,critical account,Used Car,4042,Unknown/ No savings account,4 <=... < 7 years,3,Single,No,No,>4 years,No,43,No,Renting,2,Skilled employee / official,1,No,Repaid
939432383,Unknown/No Checking Account,15,critical account,Entertainment set,1471,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,No,35,No,Renting,2,Skilled employee / official,1,No,Repaid
197107681,< GHS 0,18,all credits at this bank paid back duly,New Car,1442,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,>4 years,No,32,No,Renting,2,Unskilled - resident,2,No,Defaulted
746376768,Unknown/No Checking Account,36,delay in paying off in the past,New Car,10875,< GHS 100 DM, >= 7 years,2,Single,No,No,1< … <=2 years,No,45,No,Renting,2,Skilled employee / official,2,No,Repaid
160655960,Unknown/No Checking Account,24,existing credits paid back duly till now,New Car,1474,GHS 100 <= ... <  GHS 500,< 1 year,4,Married,No,No,2<…<=3 years,Yes,33,No,Renting,1,Skilled employee / official,1,No,Repaid
646035047,Unknown/No Checking Account,10,existing credits paid back duly till now,Others,894,Unknown/ No savings account,4 <=... < 7 years,4,Widowed,No,No,2<…<=3 years,No,40,No,Renting,1,Skilled employee / official,1,No,Repaid
1204084542,Unknown/No Checking Account,15,critical account,Furniture,3343,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,28,No,Renting,1,Skilled employee / official,1,No,Repaid
323262089,< GHS 0,15,existing credits paid back duly till now,New Car,3959,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,No,No,1< … <=2 years,No,29,No,Renting,1,Skilled employee / official,1,No,Defaulted
620754414,Unknown/No Checking Account,9,existing credits paid back duly till now,New Car,3577,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,1,Single,No,Yes,1< … <=2 years,Yes,26,No,Own House,1,Skilled employee / official,2,Yes,Repaid
886149462,Unknown/No Checking Account,24,critical account,Used Car,5804, => GHS 1000 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,Yes,27,No,Renting,2,Skilled employee / official,1,No,Repaid
668089770,Unknown/No Checking Account,18,delay in paying off in the past,Building project,2169,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,1< … <=2 years,No,28,No,Renting,1,Skilled employee / official,1,No,Defaulted
94589047,< GHS 0,24,existing credits paid back duly till now,Entertainment set,2439,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,Yes,35,No,Renting,1,Skilled employee / official,1,No,Defaulted
714632511,Unknown/No Checking Account,27,critical account,Furniture,4526, => GHS 1000 DM,< 1 year,4,Single,No,No,1< … <=2 years,Yes,32,Yes,Renting,2,Unskilled - resident,2,No,Repaid
387212315,Unknown/No Checking Account,10,existing credits paid back duly till now,Furniture,2210,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,25,Yes,Own House,1,Unskilled - resident,1,No,Defaulted
914319221,Unknown/No Checking Account,15,existing credits paid back duly till now,Furniture,2221,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,2,Widowed,No,No,>4 years,No,20,No,Own House,1,Skilled employee / official,1,No,Repaid
802018320,< GHS 0,18,existing credits paid back duly till now,Entertainment set,2389,< GHS 100 DM,< 1 year,4,Widowed,No,No,<= 1 year,No,27,Yes,Renting,1,Skilled employee / official,1,No,Repaid
542931113,Unknown/No Checking Account,12,critical account,Furniture,3331,< GHS 100 DM, >= 7 years,2,Single,No,No,>4 years,No,42,Yes,Renting,1,Skilled employee / official,1,No,Repaid
952802294,Unknown/No Checking Account,36,existing credits paid back duly till now,Building project,7409,Unknown/ No savings account, >= 7 years,3,Single,No,No,1< … <=2 years,No,37,No,Renting,2,Skilled employee / official,1,No,Repaid
1059443137,< GHS 0,12,existing credits paid back duly till now,Furniture,652,< GHS 100 DM, >= 7 years,4,Widowed,No,No,>4 years,No,24,No,Own House,1,Skilled employee / official,1,No,Repaid
763949411,Unknown/No Checking Account,36,delay in paying off in the past,Furniture,7678,GHS 500<= ... < GHS 1000,4 <=... < 7 years,2,Widowed,No,No,>4 years,No,40,No,Renting,2,Skilled employee / official,1,No,Repaid
1195839203,>= GHS 200,6,critical account,New Car,1343,< GHS 100 DM, >= 7 years,1,Single,No,No,>4 years,Yes,46,No,Renting,2,Skilled employee / official,2,Yes,Repaid
326058274,< GHS 0,24,critical account,Building project,1382,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Single,No,No,<= 1 year,Yes,26,No,Renting,2,Skilled employee / official,1,No,Repaid
380070081,Unknown/No Checking Account,15,existing credits paid back duly till now,Others,874,Unknown/ No savings account,< 1 year,4,Widowed,No,No,<= 1 year,Yes,24,No,Renting,1,Skilled employee / official,1,No,Repaid
60489162,< GHS 0,12,existing credits paid back duly till now,Furniture,3590,< GHS 100 DM,1 <= ... < 4 years,2,Single,Yes,No,1< … <=2 years,No,29,No,Renting,1,Unskilled - resident,2,No,Repaid
914700473,GHS 0 < ... < GHS 200,11,critical account,New Car,1322, => GHS 1000 DM,1 <= ... < 4 years,4,Widowed,No,No,>4 years,No,40,No,Renting,2,Skilled employee / official,1,No,Repaid
211416803,< GHS 0,18,all credits at this bank paid back duly,Entertainment set,1940,< GHS 100 DM,< 1 year,3,Single,Yes,No,>4 years,No,36,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
1129014870,Unknown/No Checking Account,36,existing credits paid back duly till now,Entertainment set,3595,< GHS 100 DM, >= 7 years,4,Single,No,No,1< … <=2 years,No,28,No,Renting,1,Skilled employee / official,1,No,Repaid
147780718,< GHS 0,9,existing credits paid back duly till now,New Car,1422,< GHS 100 DM,< 1 year,3,Single,No,No,1< … <=2 years,No,27,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
992395495,Unknown/No Checking Account,30,critical account,Entertainment set,6742,Unknown/ No savings account,4 <=... < 7 years,2,Single,No,No,2<…<=3 years,No,36,No,Renting,2,Skilled employee / official,1,No,Repaid
510195297,Unknown/No Checking Account,24,existing credits paid back duly till now,Used Car,7814,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,2<…<=3 years,No,38,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
505738061,Unknown/No Checking Account,24,existing credits paid back duly till now,Used Car,9277,Unknown/ No savings account,1 <= ... < 4 years,2,Divorced,No,No,>4 years,No,48,No,Renting,1,Skilled employee / official,1,No,Repaid
1028805032,GHS 0 < ... < GHS 200,30,critical account,New Car,2181,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,Yes,36,No,Renting,2,Skilled employee / official,1,No,Repaid
167738091,Unknown/No Checking Account,18,critical account,Entertainment set,1098,< GHS 100 DM,unemployed,4,Widowed,No,No,>4 years,No,65,No,Renting,2,Unemployed/ Unskilled  - non-resident,1,No,Repaid
374330529,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,Furniture,4057,< GHS 100 DM,4 <=... < 7 years,3,Divorced,No,No,2<…<=3 years,No,43,No,Renting,1,Skilled employee / official,1,No,Defaulted
230977838,< GHS 0,12,existing credits paid back duly till now,Education,795,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,No,53,No,Renting,1,Skilled employee / official,1,No,Defaulted
360493548,GHS 0 < ... < GHS 200,24,critical account,Building project,2825,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,34,No,Renting,2,Skilled employee / official,2,No,Repaid
42579717,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Building project,15672,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,23,No,Renting,1,Skilled employee / official,1,No,Defaulted
1042760891,Unknown/No Checking Account,36,critical account,New Car,6614,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,34,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
601504993,Unknown/No Checking Account,28,all credits at this bank paid back duly,Used Car,7824,Unknown/ No savings account,< 1 year,3,Single,No,Yes,>4 years,Yes,40,Yes,Own House,2,Skilled employee / official,2,No,Repaid
374251548,< GHS 0,27,critical account,Building project,2442,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,43,Yes,Renting,4,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
865824564,Unknown/No Checking Account,15,critical account,Entertainment set,1829,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,46,No,Renting,2,Skilled employee / official,1,No,Repaid
23617948,< GHS 0,12,critical account,New Car,2171,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,No,38,Yes,Renting,2,Unskilled - resident,1,Yes,Repaid
310533657,GHS 0 < ... < GHS 200,36,critical account,Used Car,5800,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,>4 years,No,34,No,Renting,2,Skilled employee / official,1,No,Repaid
1236838372,Unknown/No Checking Account,18,critical account,Entertainment set,1169,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,No,2<…<=3 years,No,29,No,Renting,2,Skilled employee / official,1,No,Repaid
1020735675,Unknown/No Checking Account,36,delay in paying off in the past,Used Car,8947,Unknown/ No savings account,4 <=... < 7 years,3,Single,No,No,1< … <=2 years,No,31,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
107988053,< GHS 0,21,existing credits paid back duly till now,Entertainment set,2606,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,No,28,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
313684361,Unknown/No Checking Account,12,critical account,Furniture,1592, => GHS 1000 DM,4 <=... < 7 years,3,Widowed,No,No,1< … <=2 years,No,35,No,Renting,1,Skilled employee / official,1,Yes,Repaid
180446537,Unknown/No Checking Account,15,existing credits paid back duly till now,Furniture,2186,Unknown/ No savings account,4 <=... < 7 years,1,Widowed,No,No,>4 years,Yes,33,Yes,Own House,1,Unskilled - resident,1,No,Repaid
29344926,< GHS 0,18,existing credits paid back duly till now,Furniture,4153,< GHS 100 DM,1 <= ... < 4 years,2,Single,Yes,No,2<…<=3 years,No,42,No,Renting,1,Skilled employee / official,1,No,Defaulted
166659549,< GHS 0,16,critical account,New Car,2625,< GHS 100 DM, >= 7 years,2,Single,No,Yes,>4 years,No,43,Yes,Own House,1,Skilled employee / official,1,No,Defaulted
1209543008,Unknown/No Checking Account,20,critical account,New Car,3485,Unknown/ No savings account,< 1 year,2,Divorced,No,No,>4 years,Yes,44,No,Renting,2,Skilled employee / official,1,No,Repaid
965713848,Unknown/No Checking Account,36,critical account,Used Car,10477,Unknown/ No savings account, >= 7 years,2,Single,No,No,>4 years,No,42,No,Renting,2,Skilled employee / official,1,No,Repaid
1106729847,Unknown/No Checking Account,15,existing credits paid back duly till now,Entertainment set,1386,Unknown/ No savings account,1 <= ... < 4 years,4,Married,No,No,1< … <=2 years,Yes,40,No,Own House,1,Skilled employee / official,1,No,Repaid
174332152,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1278,< GHS 100 DM, >= 7 years,4,Single,No,No,<= 1 year,Yes,36,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
439037972,< GHS 0,12,existing credits paid back duly till now,Entertainment set,1107,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,20,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
1090687953,< GHS 0,21,existing credits paid back duly till now,New Car,3763,Unknown/ No savings account,4 <=... < 7 years,2,Single,Yes,No,1< … <=2 years,Yes,24,No,Renting,1,Unskilled - resident,1,Yes,Repaid
1262411122,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Education,3711,Unknown/ No savings account,1 <= ... < 4 years,2,Married,No,No,1< … <=2 years,No,27,No,Renting,1,Skilled employee / official,1,No,Repaid
1222298344,Unknown/No Checking Account,15,delay in paying off in the past,Used Car,3594,< GHS 100 DM,< 1 year,1,Widowed,No,No,1< … <=2 years,No,46,No,Renting,2,Unskilled - resident,1,No,Repaid
1190592613,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,New Car,3195,Unknown/ No savings account,1 <= ... < 4 years,1,Widowed,No,No,1< … <=2 years,Yes,33,No,Renting,1,Unskilled - resident,1,No,Repaid
765105055,Unknown/No Checking Account,36,delay in paying off in the past,Entertainment set,4454,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,>4 years,Yes,34,No,Renting,2,Skilled employee / official,1,No,Repaid
640057265,GHS 0 < ... < GHS 200,24,critical account,Furniture,4736,< GHS 100 DM,< 1 year,2,Widowed,No,No,>4 years,No,25,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
